id,status,receptor_1,receptor_10,receptor_2,receptor_3,receptor_4,receptor_5,receptor_6,receptor_7,receptor_8,receptor_9,xtal
ZINC43659621,0,-8.3175602878,-8.27279985,-9.0687502296,-8.2174905274,-9.4250685434,-9.0368601879,-8.2652088749,-8.3614753185,-8.8643428304,-9.0592058836,-8.7548323522
ZINC40329994,0,-8.3172483446,-7.306290284,-8.6218337547,-9.3037622597,-9.1422920548,-9.1048948866,-8.5724398557,-8.3454572828,-8.0465467628,-9.3192640219,-8.4396184833
ZINC41720507,0,-8.3168779137,-8.0053076905,-7.9580395487,-8.1838529519,-8.3782394958,-8.95045448,-8.4025822473,-7.8505157872,-8.1925455811,-7.8032953167,-7.5017786949
ZINC49409587,0,-8.3168704614,-7.8951485549,-7.940995943,-7.7370189485,-8.7650657274,-7.7605030797,-7.3155665935,-7.2069436001,-8.084643376,-8.0815770373,-8.0305624108
ZINC02830446,0,-8.3165974918,-8.0151301025,-5.2279020813,-6.2350938384,-6.4613108912,-7.1741185639,-7.2576427628,10000,-7.1847748628,-8.0797376558,10000
ZINC30883896,0,-8.3164794257,-7.345572573,-4.9246909849,10000,-8.5193578289,10000,-7.0265504635,-4.1247580758,-5.5467897924,-7.6469399993,10000
ZINC41065945,0,-8.3159515459,-8.3245350582,-8.5701223637,-8.3546223901,-9.5037812997,-8.9324322526,-7.6587661102,-8.337421763,-8.054065967,-8.6665054064,-8.1578138051
ZINC43640408,0,-8.3156155812,-7.7718980979,-7.4477714594,-7.002539461,-7.9223932387,-8.1273719631,-7.2930587932,-8.0735681015,-7.6216206422,-7.8302276962,-7.5395858069
ZINC45069329,0,-8.3154799196,-8.3998884409,-8.6674627942,-8.9041903887,-9.4207202677,-9.2301741451,-8.7462886775,-8.9087572727,-8.779315064,-9.3893254223,-8.7150952224
ZINC40215484,0,-8.3154418058,-7.4119303682,-8.5955549808,-8.0110008865,-8.4271760312,-8.2853146283,-7.8690917741,-7.6724854238,-8.9813604344,-8.1463486672,-7.5622390325
ZINC63074688,0,-8.3151439665,-6.3478521918,-8.1021666514,-7.9470981612,-8.3176994644,-9.4202748589,-6.9018665547,-8.3662959888,-7.5017109893,-9.0420973813,-6.8549565704
ZINC35082525,0,-8.3146112763,-8.2252660429,-7.9316702366,-8.6713113247,-8.1019475551,-8.571464385,-8.0864100028,-8.3042651478,-7.4371826676,-8.2510792931,-7.8193470833
ZINC14141547,0,-8.3142896003,-7.7009218896,-7.9008120108,-8.2010021075,-8.0881809649,-8.1269951277,-7.5356944531,-7.5257257434,-8.5534173032,-8.6204420445,-7.1073904795
ZINC40286043,0,-8.3141989723,-7.1125494913,-8.9210541877,-7.5078868376,-9.0242651688,-7.6711039346,-7.0112139929,-8.5668545676,-8.2618733999,-7.741745935,-7.028541034
ZINC54731129,0,-8.3140188244,-6.3984807186,-6.9534305649,-6.2321981549,-6.1818565694,-8.7991633792,-7.6235705558,-7.7843354601,-8.1543873696,-6.4106105556,-6.1042193971
ZINC40707657,0,-8.3139463535,-7.8875649944,-7.8950146725,-8.453871692,-8.5353293606,-7.8652134897,-7.302519837,-8.4445324281,-8.4589120522,-7.6958482572,-7.1086858115
ZINC35048030,0,-8.3138913215,-7.9274323488,-8.0464400045,-8.6783208756,-8.3626769444,-8.878331328,-7.9623560759,-7.6831718054,-7.5720443604,-8.9580512511,-7.5036944132
ZINC00818143,0,-8.3138147278,-8.0969510521,-8.9757036883,-8.6345832521,-7.857322332,-8.4270488505,-7.784429145,-7.5405247284,-8.8312813773,-8.6601160334,10000
ZINC00682750,0,-8.3134695303,-8.0679156911,-7.8240346506,-7.0217141982,-7.7383571377,-7.3886831392,-7.5899190343,-6.1913434158,-7.8658277424,-7.4336372907,-7.4479918444
ZINC52095166,0,-8.3133614217,-7.7798068645,-9.6824451243,-8.0037440951,-7.8621481086,-8.5057994041,-7.9483170806,-8.0668992249,-7.527968424,-8.3105132414,-7.6089573832
ZINC36894313,0,-8.3128220212,-7.6438307827,-8.4285882728,-8.2689319271,-8.3684386647,-8.957602073,-7.5962649715,-7.7736077607,-8.4500929558,-7.9244211933,-7.8313258625
ZINC62722225,0,-8.3125345175,-8.8850118158,-9.410700541,-8.8127289381,-8.5936141896,-9.0452348242,-8.4541515244,-8.9433129078,-9.1225830935,-9.0248478419,-8.2976253843
ZINC06370487,0,-8.3122521094,-8.1577762594,-8.2019635428,-8.398722288,-6.9118491985,10000,-7.0448885541,-6.6734392767,-7.5691449025,-8.9477081676,10000
ZINC67248767,0,-8.3118254301,-8.5532323074,-8.2031725269,-6.9381848536,-8.2356002431,-7.5084972061,-8.5031430174,-7.8920277209,-7.8916859619,-8.757013142,-6.5708915241
ZINC36007615,0,-8.311679004,-7.605213992,-8.456606963,-7.7069798531,-9.0011362233,-8.9825414109,-7.5994135101,-8.2951811958,-8.8010949066,-8.4193603919,-7.7545163324
ZINC49852373,0,-8.3110002842,-7.5565341195,-8.7539975096,-9.3943839229,-8.8627323555,-8.3868170712,-8.8906542521,-8.3788045231,-8.7791164471,-8.8078342222,-8.5953495968
ZINC61659638,0,-8.3107142288,-8.0015696664,-8.3180626888,-7.5825046712,-8.1295671082,-8.6941154604,-7.8788379447,-7.6510027239,-8.1241773963,-8.1131555242,-7.6889897942
ZINC23514661,0,-8.3099875356,-9.0363030274,-8.4744691866,-5.0113156773,-6.1575467222,-7.5482423327,-6.5650663818,-6.1829007841,-9.1671172845,-6.3557126541,10000
ZINC14478827,0,-8.3099756182,-7.2655386414,10000,10000,10000,10000,10000,10000,-8.0613803557,-8.2698414768,10000
ZINC40280781,0,-8.3097632356,-7.9864519894,-8.0391124262,-7.9981654204,-8.6531900191,-8.8854619471,-8.3856817506,-8.3615310365,-8.0012044343,-8.3367706286,-7.9802974266
ZINC63624996,0,-8.3097508123,-8.1062672785,-7.9049683744,10000,-8.3871699762,10000,10000,10000,10000,-8.7030021248,10000
ZINC14546930,0,-8.3096227505,-8.4415437247,-8.1103541199,-7.8467778818,-8.5623676605,10000,-8.1645993332,-8.5030880159,-7.9727252541,-8.2716517935,10000
ZINC06557757,0,-8.3095207591,-7.7155392282,-8.5920107553,-7.0964953104,-7.256431954,-7.0912374844,-7.3756535557,-7.2690028147,-7.8770455273,-8.2056034191,10000
ZINC54773031,0,-8.3088335333,-8.2661865622,-7.9181602842,-7.8768188756,-8.3084163846,-8.6516894536,-6.7270452119,-7.4267908734,-7.8659862545,-8.2050814087,-7.1128767088
ZINC06310479,0,-8.3082524324,-7.2811939977,-8.6521434847,-7.8917361431,-7.3700576215,-8.4378017371,-7.6605698788,-8.0398914169,-7.8239476176,-7.4984202395,-6.8796114175
ZINC34856969,0,-8.3080973274,-8.9698053386,-8.1681608404,10000,-7.5015321921,-7.6237245087,10000,10000,10000,-9.7606070141,10000
ZINC37230671,0,-8.3074070672,-8.4314069002,-8.9145662879,-9.4426548333,-8.5747069771,-8.2931785679,-8.2310550497,-8.7550882039,-7.7685271891,-8.5620862334,-8.4329346645
ZINC12428270,0,-8.3073573147,-7.185816025,-8.8390363536,-8.4615697679,-8.6062257794,-8.700745272,-7.2569631719,-8.0764843591,-8.73166652,-8.0815058165,-8.305604844
CHEMBL230053,1,-8.3071832511,-7.955334485,-8.1855029438,-8.2442675854,-8.7447867881,-8.3629776471,-9.1694857636,-8.6755325026,-9.0413558186,-9.8720454927,-7.6578510176
ZINC36854566,0,-8.3062193198,-7.9341891774,-8.062249499,-8.5324530684,-7.966352543,-8.3991189516,-7.9643211399,-7.6313969986,-8.2881435119,-7.8200830319,-6.8440214583
ZINC54214233,0,-8.3058414696,-8.8973646783,-8.5235715825,-8.6749098142,-8.8859747238,-9.6483918204,-8.7644712805,-8.814634028,-8.9611043479,-8.230080779,-8.9389911163
ZINC40489876,0,-8.3056801298,-8.0429165726,-8.6180882275,-8.3082367533,-8.5740772088,-9.0362850801,-8.5203650582,-7.9853619651,-8.5298142924,-9.0338045225,-8.4309255539
ZINC40233217,0,-8.3053035501,-8.4444784844,-8.5800155008,-7.3055843449,-7.5640374528,-8.812418311,-8.0733187985,-7.331836523,-7.9612522634,-8.6946303343,-7.3855416777
ZINC34798821,0,-8.3051105525,-8.5262183881,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC39529441,0,-8.304925678,-7.5224893472,-8.114964076,-7.9472852652,-7.5545202851,-9.5718096928,-8.0835203888,-7.6371117323,-7.9183968146,-7.9553107154,-7.0347471945
ZINC25382407,0,-8.3044499324,-7.7068806153,-8.4226319529,-8.2041172771,-8.9430711099,-9.3205381559,-7.5370991557,-8.2292397585,-7.7222830077,-7.7997430764,-7.9328717285
ZINC35438192,0,-8.3038242951,-8.2266171426,-7.8458608864,-7.394655004,-6.3854749065,-7.5151491066,-7.3133158058,-5.811228046,-7.9116455572,-8.3100504732,-6.04704934
ZINC37373118,0,-8.3037467111,-8.7788565424,-9.534053152,-9.2115631546,-8.7850109216,-9.1823432267,-8.8493991516,-8.6159747973,-8.3388787374,-8.6527564701,-8.4721367577
ZINC24158923,0,-8.3036218145,-7.5183199398,-9.3969080391,10000,-8.3451100319,10000,10000,10000,-7.7885826215,-8.3271415905,10000
ZINC36294084,0,-8.3034648677,-7.9667647884,-8.29379392,-8.3824511025,-7.14838812,-7.6781060855,-7.1922198203,-7.615743448,-8.6376938416,-7.8129945585,-7.4671751929
ZINC35683736,0,-8.3033283711,-7.9437020748,-8.8934910077,-8.3303809611,-9.6196396201,-9.3640016187,-8.1349831046,-9.1281007822,-9.219528261,-7.971608886,-8.0985006994
ZINC49820312,0,-8.302907216,-7.8756092229,-8.5141816353,-8.7722123293,-8.1139320705,-9.1153947995,-8.2999788049,-8.7743997085,-8.9003678945,-8.3958310284,-8.3315494575
ZINC61285496,0,-8.3025879728,-8.0147860119,-8.7019423795,-7.8085292251,-7.6363163172,-7.8693601393,-6.6706880338,-7.7432007353,-8.5238308522,-9.0947965101,-5.4127275785
ZINC43735988,0,-8.3024772093,-7.7921982353,-7.7383578878,-7.2876340216,-7.4061845165,-7.5655161561,-7.035951094,-7.4458515099,-8.5948720305,-8.5393289191,-6.9076120709
ZINC63489343,0,-8.3019676746,-8.6258102943,-7.4718238109,10000,-4.3878981708,10000,10000,10000,-9.5579933772,-8.42739607,10000
ZINC59802267,0,-8.3019231304,-8.3775139304,-8.1543001768,-8.3303472213,-8.0607226224,-8.9319851097,-7.2740312661,-6.0450876143,-8.0781279127,-8.5489509446,-6.9502128492
ZINC36923222,0,-8.3017950947,-7.7437234729,-7.5321997296,-8.02013129,-7.5635176294,-8.5038778512,-7.1526012319,-8.2902675525,-7.3720799001,-8.7575398284,-7.8629997659
ZINC39863957,0,-8.3017578608,-7.9787477672,-8.2864891891,10000,10000,10000,10000,10000,-8.5415937391,-7.9093095691,10000
ZINC65335303,0,-8.3012592836,-8.4622867835,-9.0049035627,-8.6076032615,-8.6952164453,-9.1806164946,-8.757739045,-8.5658154364,-9.279967768,-9.1717584683,-7.8599088132
ZINC47826573,0,-8.300804131,-7.8982486208,-7.7403030108,-8.8659183381,-8.4959668027,-8.3634125367,-8.2845841308,-7.9854846895,-8.4012226136,-8.6990615817,-7.7843640902
ZINC03274045,0,-8.3006593583,-8.2283030415,10000,10000,10000,10000,10000,10000,10000,-5.7525810857,10000
ZINC02796994,0,-8.3000820069,-8.355131499,-7.8132490895,-7.9845048822,-8.8091629462,-9.2035678174,-7.9056010963,-9.2556154348,-8.5431523125,-8.0626934591,-6.8177708375
ZINC39421753,0,-8.2999121341,-7.5095046679,-7.886796295,-7.9964349698,-8.9510004049,-8.2570138318,-7.4538779327,-7.0593839566,-8.9723769729,-7.8104549427,-5.3822268036
ZINC62756883,0,-8.2998378878,-8.0367214096,-8.7150025774,-7.9201768791,-9.1232005513,-8.440196768,-7.6309837799,-8.6300228149,-8.9094439994,-8.7151546381,-8.8882804368
ZINC37205987,0,-8.2995719251,-8.0127807454,-8.3888739044,-8.1564420642,-8.3963309048,-9.9081866755,-7.6966069281,-8.4916046121,-8.8251312471,-8.0671344663,-8.5672154265
ZINC05984603,0,-8.2991698898,-8.3317840547,-8.0569918394,-8.4107073873,-8.6676477931,-8.5559181776,-8.3348179192,-7.9826691031,-8.3799617565,-8.4967179913,-7.5417603771
ZINC61864889,0,-8.2991530885,-8.1343169632,-8.0588781423,-8.4157360829,-8.2867513154,-9.1809323524,-7.4978137876,-8.5768171549,-6.3314953336,-6.2975900696,-8.0728298265
ZINC10885493,0,-8.2982940481,-7.991935675,-7.4575413743,10000,10000,10000,-7.0018579608,10000,-8.425056376,-8.2506934376,10000
ZINC15565750,0,-8.298159548,-8.202000076,-8.3780232755,-8.7401634724,-8.9392476721,-8.7579067392,-7.1942462063,-8.5173163796,-8.5133526155,-7.2465900654,-7.9836269378
ZINC32157431,0,-8.2978783788,-8.1304051402,-8.7325516635,-8.9117599226,-7.7270862143,-8.4353046934,-8.0173246778,-8.9699232957,-8.6318100707,-8.6421436491,-8.3214601422
ZINC22240595,0,-8.2977480874,-8.3916963991,-7.9872287726,-7.182072948,-7.2600587984,-6.8063747851,-7.3181285137,-7.1850131471,-8.8979194786,-6.8566325695,-6.3179722741
ZINC58850834,0,-8.2976423536,-8.3717820337,-8.6027289813,10000,10000,-8.5869979061,10000,10000,-7.6728492688,10000,-6.9664645426
ZINC38438758,0,-8.2974769766,-8.4499614956,-7.9962223786,-8.811648838,-8.1907053465,-8.5772024833,-8.690658104,-8.6389382863,-7.9605612671,-8.3148530157,-7.333279712
ZINC43827809,0,-8.297077812,-8.3401424769,-8.1043019542,-9.0184843019,-8.4192010952,-9.5185113731,-8.2540099323,-8.2823988561,-8.6212100783,-8.3597728066,-8.0045037803
ZINC04320583,0,-8.2968204188,-9.8191540873,-9.9082910809,10000,-9.7435952472,10000,-7.4076860484,10000,-8.8922919336,-8.8386119786,10000
ZINC59767707,0,-8.2967872629,-8.219757518,-8.2396518796,-8.2564765644,-8.6911854767,-8.9455916435,-7.875309598,-8.7436110313,-8.3616027717,-8.974214589,-8.1616714753
ZINC04178629,0,-8.2966820253,-7.9455402788,-8.0445169976,-7.7158807362,-9.4282105065,-8.6906134544,-8.6220586311,-8.610583434,-8.8152326616,-8.5196250713,-8.4370825951
ZINC03888482,0,-8.2965296836,-7.6462767485,-8.051796372,-7.5376231994,-9.3944724733,-8.0044213482,-7.0655692808,-7.7319128849,-8.0733215717,-8.5902133321,-7.5004492823
ZINC00382998,0,-8.2963152482,-9.0908923972,-8.9330113856,-8.8771365135,-8.8162368928,-8.9716535219,-8.7676314343,-8.3609595791,-8.5188825753,-9.2864329555,-8.7745626302
ZINC13129906,0,-8.2957740521,-7.6304392392,-6.8465174426,10000,-7.9091667308,10000,10000,10000,10000,10000,10000
ZINC35359299,0,-8.2957714303,-7.6105371053,-7.8080968019,-8.2454179214,-8.4726977734,-8.9259857204,-8.0880562156,-7.9514566468,-7.7755761653,-9.0039405457,-7.7021759437
ZINC49362058,0,-8.2955906055,-7.8721281156,-8.7429868212,-8.1233507973,-9.7932369214,-8.4083829641,-8.402278343,-8.9440441986,-8.3988111244,-7.5330185594,-7.823556784
ZINC39394010,0,-8.2954206853,-8.1824130991,-7.7325650768,-8.4921421085,-9.8199673237,-8.4102150426,-9.2103281155,-8.1970679967,-8.0455876927,-8.7242593992,-7.8107773436
ZINC32121157,0,-8.2950855906,-8.6950317414,-7.9623176313,-7.9790016515,-7.3373098067,10000,-6.9354048063,10000,-7.3485412511,-9.283191342,10000
ZINC33423578,0,-8.2947169326,-8.2643243691,-7.2406036629,-6.7731076948,-8.5926433929,10000,-7.7070047679,-5.9711749731,-6.3785248607,-7.4307873278,-7.0801277879
ZINC17032133,0,-8.2946276218,-9.2878609899,-9.7766954377,-8.4143590009,-8.7939462557,-9.5068354197,-8.1723295069,-8.228875834,-8.6470818034,-10.4594226843,-7.6013774755
ZINC05284824,0,-8.2945849294,-8.2664618132,-7.9061673963,-6.7081898281,-8.5400794065,10000,-8.3562047319,-8.1400676567,-8.0645023879,-8.1427232896,10000
ZINC04461070,0,-8.2945414122,-9.5562779024,-8.0325881791,-8.5893414349,-8.6684857155,-8.0584266962,-8.6876028651,-8.5092730328,-9.1371403811,-8.9429129352,-8.7872910206
ZINC39535217,0,-8.2944510304,-7.8795265106,-7.2742593084,-9.0581069855,-8.2178259024,-7.4994458432,-7.2040940172,-8.0568363162,-7.9763330392,-8.1072687986,-7.6308235151
ZINC12953013,0,-8.2943455394,-7.9758906628,-8.0719102008,-8.351473033,-8.5904220598,-9.083456206,-7.3978872336,-8.2261257083,-8.1661810138,-8.9306139273,-8.3846885966
ZINC38040349,0,-8.2936812902,-8.347716875,-8.5087220484,-9.2093037811,-7.9415848079,-7.7686803461,-7.8882143597,-8.6793226309,-8.8298511253,-8.078903876,-8.7060269768
ZINC65496185,0,-8.2935827866,-8.6801610231,-8.4761172516,-6.3671580512,-8.4685435918,-7.4992239889,-5.0930851693,10000,-8.8196806665,-8.2903144296,10000
ZINC52013726,0,-8.2934807987,-8.1690466123,-8.2720481495,-8.3908395409,-7.9816441646,-8.4471672353,-6.9486662228,-7.9410269669,-7.6631183013,-8.3313399285,-7.7571725618
ZINC36976409,0,-8.2930182179,-8.3678368888,-8.6724804549,-8.9609323898,-8.9880015066,-9.1312216277,-8.4352039637,-7.9807408922,-8.6392460076,-8.3600675586,-8.709727411
ZINC05303614,0,-8.2927988437,-7.4694441922,-6.4802352512,-6.8227404006,-8.2472456114,-8.2434420245,-5.7573128754,-7.7984404951,-7.7887327969,-7.2754866933,-6.6513843655
ZINC39907511,0,-8.2927167995,-7.9618035505,-8.2782681582,-8.3905242752,-8.3338733627,-8.5890044154,-7.9021076092,-8.3940962865,-8.4701381097,-8.3326137108,-8.1877438034
ZINC52438519,0,-8.2926537127,-8.5519745228,-7.7003497084,-7.954404855,-7.8661442028,10000,-7.9868333148,-7.0866350864,-7.8117004425,-8.5885947017,-7.7781735347
ZINC40159696,0,-8.2925767036,-7.5024066516,-7.9169984016,-8.3687882762,-8.2427489584,-8.4025573633,-7.8616580866,-7.6175067567,-7.5726623832,-8.7552486704,-8.0049086919
ZINC14806713,0,-8.2920074515,-8.1058330314,-8.2571424602,-8.7458515706,-8.2876888965,-8.9557686002,-8.3809223515,-8.4241902045,-8.3889904345,-8.7171936483,-8.1191474887
ZINC36898231,0,-8.2914839585,-9.1333099622,-8.9271418801,-9.0758017207,-8.8216889179,-8.7922166758,-8.4273727828,-8.4142205714,-8.3486783707,-8.8187187251,-7.3350855277
ZINC00368211,0,-8.2910387594,-7.1875012247,-7.7723112947,-8.8505768901,-8.5101653395,-8.5114195448,-8.4132494393,-8.9398575592,-8.2571770167,-7.8728293744,-7.7127665959
ZINC44628664,0,-8.2907463893,-8.0268922209,-8.0672581406,-8.9819116156,-8.4566791824,-9.3599445962,-8.4919859619,-8.5308391069,-8.3265572125,-8.6470226379,-7.9436839672
ZINC12242679,0,-8.2904821679,-5.3107481621,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC08131982,0,-8.2897090477,-8.1068555149,-8.2563304288,-8.6498872926,-8.4029691919,-7.8885301013,-8.3015869343,-7.5883224247,-8.5244401972,-8.4534111506,-7.6282640623
ZINC25400009,0,-8.2889601274,-8.9351492413,-9.3011328346,-8.0431962047,-9.2496850921,-8.7605577427,-6.4101134239,-8.1406751224,-8.0435354782,-8.5652800268,10000
ZINC00038294,0,-8.2882500831,-7.5362732738,-8.7937516381,-8.2864965882,-8.5086266828,-8.9133418875,-7.7798676791,-7.5424884915,-8.3861463521,-8.6622331201,-7.6880279534
ZINC05467779,0,-8.2881996429,-7.5396274879,-9.0400654642,-4.8382371549,-8.4302527783,-7.5528805537,-6.9400714615,-6.4813316119,-8.6632083981,-7.6065502971,-5.6163953133
ZINC13122994,0,-8.288127244,-8.0926832468,-8.5104020013,-6.5513784971,-6.8445945402,-4.9624429412,-6.0648640017,-5.1395477508,-8.6043270843,-6.8925443528,-3.3975998005
ZINC65313707,0,-8.2878677737,-7.622919735,-7.6350319055,10000,-7.7331114816,10000,10000,10000,-7.858093224,10000,10000
ZINC55187788,0,-8.28753377,-7.8902261388,-8.8656087013,-9.4403056455,-8.8236943894,-8.4516590402,-8.7719887275,-8.3297282012,-8.7371824334,-9.3029067204,-8.4287272939
ZINC66769897,0,-8.2874290673,-8.2544252013,-8.3481975829,-8.8374545906,-8.6458617422,-8.5730352561,-8.1028661073,-8.6317618511,-8.3131880317,-8.757323332,-7.9050418756
ZINC42479021,0,-8.287137824,-8.8049145681,-7.9263734478,-8.8129670847,-8.3718833431,-8.3820257033,-9.4433884487,-8.1575832403,-8.4565923193,-8.866157422,-4.4806401425
ZINC49100280,0,-8.2870989571,-8.0203820617,-8.028655051,-8.2639979135,-8.4773021191,-8.1645896188,-7.1176517432,-8.113233477,-8.3966447149,-8.5555704306,-7.9424429057
ZINC66902493,0,-8.2868590696,-8.8224223044,-7.5681594853,-7.3400467512,-7.9782679278,-8.0334984263,-7.4731026888,10000,-8.1939038811,-7.7286278383,-6.9252573293
ZINC38498140,0,-8.286777159,-7.6556697737,-7.6026059074,-7.2862971395,-7.7961523335,-7.120658356,-6.7205829582,10000,-7.8182898256,-7.1617115914,-7.5227512703
ZINC41719702,0,-8.2861622755,-8.2519883663,-8.6463389639,-9.0377947972,-8.6906900856,-9.6232312087,-8.1210638474,-8.4585940797,-8.6665464909,-8.8504697466,-8.6415865605
ZINC63134711,0,-8.2861215229,-8.3132805891,-8.6753535165,-7.6289793235,-8.0987726704,-8.602007569,-7.4942232722,-8.0872986661,-8.3234594539,-9.4804112912,-7.9653510023
ZINC33240555,0,-8.2857678654,-8.4114224578,-8.8642444167,-8.9055577966,-8.5541469755,-9.0649565436,-8.6521226517,-8.8146710328,-8.8352074036,-8.2534924226,-8.8700492293
ZINC65896098,0,-8.2850061289,-8.0031993457,-8.521293364,-8.9281099501,-8.9587428045,-9.1340795151,-7.8044336252,-8.696883693,-7.307070593,-8.1812777347,-8.5442988271
CHEMBL557116,1,-8.2849040956,-9.1395122925,-7.4528134832,-9.1757323316,-8.0690511645,10000,-8.8535666287,10000,-8.9633363792,-9.69502593,10000
ZINC13018592,0,-8.2848256081,-9.0440562007,-8.4089783509,-8.7317227228,-9.1372694438,-8.3515549432,-7.9180375747,-6.3641750004,-8.1207238709,-8.3940492466,-7.228965527
ZINC04722046,0,-8.2845477788,-8.5585966587,-8.1409824849,-8.6040607587,-8.3385611701,-8.3362492519,-8.1796607393,-7.8279907914,-8.8851262626,-8.3925671944,-8.5824965408
ZINC16656062,0,-8.2845309501,-7.687813482,-8.1469676278,-7.8698836987,-8.1706383218,-8.5702566657,-7.5918945397,-7.6653240294,-8.2195908112,-8.4004581699,-7.2051973473
ZINC04954486,0,-8.2842093137,-7.9524184619,-8.8484272218,-9.0355406737,-8.8336142554,-8.6839000102,-8.7876468655,-9.0106999128,-7.9874796227,-8.8762662357,-7.8088973035
ZINC16952807,0,-8.2838531622,-7.893489446,10000,-8.3171022294,10000,-8.3859003848,-5.4073393923,-8.1062419014,10000,-8.5050614432,10000
ZINC40410159,0,-8.2835030441,-9.7482450823,-8.4529528113,-6.1041460054,-7.9481874473,-8.3125689535,-7.6135111751,-7.0598788285,-8.5223676635,-8.6803231749,10000
ZINC38291593,0,-8.2830405037,-8.2466481718,-6.8405372015,-6.9645547841,-9.0032671651,-6.6697823201,-7.4754532451,10000,-9.1395776342,-7.8961975854,10000
ZINC14472091,0,-8.2828527371,-7.9492532622,-8.0449296924,-7.7330761215,-8.2203767631,-8.3301848093,-7.7520649048,-8.2275703527,-8.0906209779,-7.97041598,-7.5627624674
ZINC64480124,0,-8.2828020861,-8.2966553966,-8.023832141,-8.4477612908,-8.5738433115,-9.0205367163,-7.9058408692,-8.3719009036,-8.0130332914,-8.9571510822,-8.1686954355
ZINC19625908,0,-8.2827874728,-8.4445556287,-8.2419159192,-7.45231799,-7.7372328674,-8.9567428869,-7.559806757,-8.7092851878,-8.1406160242,-7.8050930214,-6.9459071251
ZINC14474094,0,-8.2816559784,-8.3840158296,-8.2861961272,-9.0854872542,-8.3064242597,-9.0686573498,-9.2410901668,-9.4152739108,-7.462431781,-8.4240198839,-6.6583078053
ZINC59292874,0,-8.2816018917,-8.3850388019,-8.4503719978,-8.377137919,-8.3081808265,-8.408623399,-8.2648801162,-8.2282553557,-7.8814455492,-8.0915916839,-8.1128701775
ZINC03151630,0,-8.281250622,-7.560924708,-7.6814338276,-8.5751323053,-8.4203112321,-7.4291898149,-7.12470103,-7.230174168,-7.7528930968,-8.5126396559,-6.7503111943
ZINC41652242,0,-8.2812150695,-7.1656636679,-7.5310811531,-8.4276174672,-8.4971041545,-8.3545766672,-8.1323709027,-8.2427677493,-8.6310605919,-8.6355070105,-7.9451635244
ZINC57974585,0,-8.2810109858,-9.2220684507,-8.3838097747,-8.2052415096,-9.5046244069,-9.2662378266,-7.8631813871,-8.6553340583,-8.4416478497,-7.9058411868,-6.938619025
ZINC09566983,0,-8.2807567208,-8.0268611437,-7.4308761302,-6.7953221016,-7.3802945274,-7.5238593115,-6.156529404,-6.0045341159,-7.1583946108,-8.730534559,10000
ZINC04450239,0,-8.2807023159,-8.0905532102,-8.523257284,-7.7493171635,-8.3144073897,-8.2789037772,-7.8266739965,-7.4424242668,-8.8343788127,-7.9916957741,-7.1184546527
ZINC62242441,0,-8.2800671211,-8.5813445772,-9.5664694967,-8.7039411659,-8.6743832365,-9.992498194,-7.8405110732,-9.1704060775,-7.8492315363,-8.2796304957,-9.0999128655
ZINC14909946,0,-8.2799833805,-8.4440535951,-6.6995513314,-7.1059951433,-8.6371670816,-7.6905905956,-6.7060490784,-6.0077492273,-7.9269094616,-8.1492353594,-5.8556612788
ZINC32760876,0,-8.2799124626,-8.2954317164,-7.2497404042,-7.0630837185,-8.469708609,-8.5432278507,-8.0988750106,-8.027669115,-8.3059028764,-8.3363656443,-7.6341421267
ZINC48629754,0,-8.2798496138,-7.688061363,-8.3203760079,-8.0220783734,-8.3862213353,-8.5967882783,-7.9171710111,-9.1477017322,-7.8203631935,-8.5038293294,-8.352959329
ZINC65468735,0,-8.2796608822,-8.2377173509,-9.262713733,10000,10000,10000,10000,10000,-8.2488312274,-7.9813608752,10000
ZINC20325993,0,-8.27944168,-8.8232666108,-8.6161323403,-7.909725647,-8.4500760568,-9.4556707843,-7.3716035887,-8.1223463843,-9.9360863947,-7.8363531327,-7.6038758846
ZINC06347797,0,-8.2791370066,-8.8119353803,-7.6319937128,10000,-7.7950198799,10000,10000,10000,-7.8924604518,-7.9405698519,10000
ZINC64872195,0,-8.279112799,-7.8859563371,-7.2876279397,-7.0669480725,-7.5840290991,-8.4300421024,-7.2588272365,-7.5944529103,-6.9226683562,-7.8630683308,-7.1213636525
ZINC39510508,0,-8.2779310911,-7.8398138444,-8.3227446949,-8.5581845846,-7.6717590008,-8.9213677147,-7.1386080554,-8.4735984478,-7.493861324,-8.3799236892,-8.2430544165
ZINC12449996,0,-8.2773904323,-8.2588715168,-8.2489411834,10000,-8.175699529,10000,-7.3500239468,10000,-7.4879712566,-8.6899729259,10000
ZINC19888482,0,-8.2764240405,-8.0733356389,-7.6568393113,10000,-7.85598278,-7.14959951,-6.9327829462,-7.6863262204,-7.9131548795,-8.4027384974,-6.4827948054
ZINC43429055,0,-8.276263489,-8.4651914793,-9.1614503854,-7.8573593157,-8.2534808083,-9.849550512,-8.2332893113,-7.8306380103,-7.9553641549,-8.0400613601,-7.5127808219
ZINC14809685,0,-8.2761679375,-8.3952722119,10000,10000,10000,10000,10000,10000,-8.8035868617,10000,10000
