id,status,receptor_10,receptor_9,receptor_8,receptor_11,receptor_3,receptor_2,receptor_1,receptor_7,receptor_6,receptor_5,receptor_4
ZINC66301530,0,-7.9259386866,-8.3791269994,-6.5137064234,10000,-8.1244663762,-6.6243426297,-7.2792095014,-7.9523895506,-6.7721205622,-8.5495221868,-7.1520473078
ZINC62360324,0,-7.1837898234,-7.2789148153,-7.2550503693,-6.8403509002,-7.1867747512,-6.9550345036,-6.8824339369,-7.3145727823,-7.3285322779,-7.5062585533,-6.7243155295
ZINC63046352,0,-6.762088816,-6.6911817022,-6.7871048935,-6.7813917165,-7.1147114358,-6.7314237902,-6.778397492,-6.9200593498,-6.5138334092,-7.4198660611,-6.7031329516
ZINC40337413,0,-8.9170984666,-9.0784543907,-8.4639923996,-8.9461561114,-9.3390904582,-9.1783184543,-8.6122820026,-9.4167020297,-8.4790636538,-9.510308858,-9.4677375394
ZINC14373363,0,-7.615675177,-6.9654958794,-8.3664129341,-5.3046987397,-6.9705877772,-8.558789037,-7.6947688356,-6.309067704,-6.8348285339,-8.5834294615,-8.2972209332
ZINC52859135,0,-8.3021007603,-8.5688555117,-9.7966670899,-8.0221773015,-9.3364170637,-8.6882886356,-8.4836094704,-8.8691370783,-9.3992844014,-8.7711896764,-8.9177779952
ZINC36804046,0,-6.3705666654,-7.3295582053,-6.7088236995,-5.8918300648,-6.0290720962,-6.1518180029,-6.7235135866,-6.29771209,-5.2554014631,-7.1048544178,-7.0375150851
ZINC65381618,0,-6.774481901,-8.7645787343,-6.6080418715,-6.3662029793,-5.5969572861,-6.5057640113,-7.6265405186,-6.7027316722,-6.6929709134,-7.7586533415,-7.9814742029
ZINC66284370,0,-7.1739688616,-6.9561513019,-7.6332474174,-6.5026311183,-7.0726722078,-6.5433205315,-7.0106396626,-7.8450832056,-6.2172725104,-8.1186190336,-7.2240480434
ZINC12503291,0,-7.2786863606,-7.9987013619,-7.7350501134,10000,10000,-7.7556111324,-8.6167228935,-6.8454396071,-6.1741694637,-6.8398760676,-6.9824615736
ZINC63255001,0,-8.0202817285,-8.0120927137,-8.1317834719,-6.7562659804,-7.3748680912,-8.186108181,-8.2690595558,-6.931995944,-7.3837276236,-7.8862065119,-8.4583460723
ZINC09846240,0,-8.0000687168,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC40283627,0,-6.8042663689,-6.2862400799,-7.2167683972,-6.7838129403,-7.1817705956,-7.0134544538,-6.6164362356,-7.0806339149,-6.4249223979,-7.4279488487,-6.8797446086
ZINC12651109,0,-7.219115587,-8.2000106786,-7.4406725447,-5.206634984,-6.6830249086,-6.921823039,-7.8762518994,-5.8398961334,-7.3518401119,-8.7633537986,-8.434318594
ZINC40944477,0,-7.3773154106,10000,10000,10000,10000,10000,10000,10000,10000,10000,-7.0885124312
ZINC17111417,0,-5.6807444498,-5.9978450416,-6.0405265306,-5.6010481177,-6.2940198652,-6.2426412116,-5.938641968,-5.9974260344,-5.9856581586,-6.4423705199,-6.1550032952
ZINC40217861,0,-6.7534906929,-7.6792995494,-7.131927376,-7.3679728136,-7.1334177413,-7.4794212133,-7.1973211689,-7.2933457121,-6.5931235471,-7.2960471031,-7.1887886744
ZINC35634377,0,-8.1734775209,-8.4082651648,-7.3536685197,-7.1426820146,-7.8418332021,-7.5888582858,-7.7372253889,-8.1935524712,-8.1724423668,-7.7257390148,-7.2185093214
ZINC17144352,0,-8.2596220324,-7.2248223333,-7.7815890775,-8.2168864987,-8.8662178769,-7.983923719,-8.4686826482,-8.0270786149,-8.3094878435,-7.4395402665,-8.5433803432
ZINC42628690,0,-8.7341589767,-8.8261018235,-7.2431703463,10000,10000,-7.3699866825,-7.3800763527,10000,-8.5938812863,10000,-7.0766046171
ZINC15085272,0,-8.4251322612,-7.9192438024,-8.4158393667,-7.9860653468,-8.1522536204,-8.6364979409,-8.1271158893,-6.8391037642,-8.015910495,-6.3762432496,-7.7768709359
ZINC66310948,0,-6.8973996138,-5.7049088993,-5.4294411477,-4.4784490847,-6.2164014036,-6.5746583037,-6.5287708515,-4.7934210879,-6.5109649446,-6.0975216501,-6.1839579208
ZINC27643599,0,-7.7863005617,-8.1867215615,-7.4193686801,-7.8560988268,-8.2289094967,-7.5797611767,-7.5221981268,-8.4907552111,-8.8583853252,-7.4501028392,-8.7508533211
ZINC02436206,0,-8.274368696,-7.8893757025,-9.1299365488,-7.4281445429,-8.1338814335,-7.8453896836,-7.7494778301,-7.7800090845,-7.4607483457,-8.2507535939,-8.2110103212
ZINC35082557,0,-7.7471390474,-7.9569242564,-7.7518059872,-8.0869466929,-7.7799682565,-7.7094765671,-7.3266546182,-8.3624177021,-7.1809047278,-8.5182697533,-8.2885896508
ZINC04587034,0,-8.2797727206,-1.837955003,-6.6367127404,10000,10000,-7.542651597,-5.7369584349,10000,-5.5954531192,10000,-6.231546455
ZINC65896098,0,-8.0031993457,-8.1812777347,-7.307070593,-8.5442988271,-8.9281099501,-8.521293364,-8.2850061289,-8.696883693,-7.8044336252,-9.1340795151,-8.9587428045
ZINC09426164,0,-6.5443114996,-7.0072766365,-6.6123168001,-6.1001068589,-6.5551221298,-6.3724920695,-6.4248930671,-6.5586002938,-5.9232296449,-6.8113154069,-7.0742460644
ZINC31937007,0,10000,10000,10000,10000,10000,10000,10000,-7.7008103911,10000,10000,10000
ZINC42394899,0,-6.078173149,-6.6633590799,-7.052799254,-7.0498553638,-5.8999773037,-5.7835697838,-6.2118351833,-6.689504107,-5.5655299618,-6.9837637194,-6.4188973664
ZINC36899125,0,-6.7652903033,-7.6936777329,-7.7305030946,-7.7306326596,-7.8012462229,-7.7391227802,-7.710194582,-7.3594226827,-7.2152987618,-8.1205675962,-7.4034501511
ZINC35429258,0,-7.8137174745,-7.5178915154,-7.8389706739,-8.078820037,-8.3716759156,-7.7598699329,-8.1173804789,-8.6656935615,-7.9028338937,-8.2254935512,-8.6800753994
ZINC09625015,0,-6.3655594253,-6.5695729346,-7.0871901283,-6.387043654,-7.1202350398,-6.8352021862,-6.4271798784,-7.029917884,-7.5590588139,-7.1083779763,-7.2403751214
ZINC16097603,0,-7.4261471953,-7.8105147735,-8.4936504332,-7.1931158499,-7.1907674234,-8.124921081,-7.2524662376,-5.5012303021,-7.1347342321,-8.9564094449,-7.165897521
ZINC03282281,0,10000,-6.006726877,-8.118827983,10000,10000,10000,10000,10000,10000,10000,10000
ZINC44591600,0,-7.4221451065,-7.9816041508,-7.7485660295,-7.4718502582,-7.803708346,-7.6522421625,-7.298027075,-7.9967885666,-7.9439341502,-7.9030898959,-7.8978714086
ZINC39565523,0,-6.8290636254,-7.5886383463,-7.0687612745,-7.2346611392,-7.4177982574,-8.5986313909,-7.9802118828,-8.2583614461,-7.0986673789,-7.9700921428,-7.5002641052
ZINC04724889,0,-7.9157141691,-7.979873021,-9.616956747,-7.4524264386,-7.9153982023,-8.9347263112,-8.6872593469,-7.9904300713,-7.4081845557,-9.1765749271,-8.4997398638
ZINC02143191,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,-7.9064680046,10000
ZINC07666742,0,-8.0038695577,-8.001215923,-8.90904762,-7.0428380115,-7.393226382,-9.0188594535,-8.8283598552,-8.5226570972,-7.0037617431,-8.1984740842,-7.7487954206
ZINC04966624,0,-7.4421561137,-7.2286007215,-8.3812660168,-7.7938596095,-6.8869983893,-7.5344966765,-6.9350696502,-7.7250489649,-7.215266434,-7.8591428016,-7.7022914606
ZINC63084513,0,-6.2505310588,-6.8480761512,-7.3964532007,-6.5230118491,-6.9018787192,-6.5417335965,-6.7149019818,-7.2992854734,-6.6875770796,-7.3566222548,-7.0838668035
ZINC39525233,0,-7.4380014112,-7.5658915982,-7.2004114123,-7.2257170396,-7.9650131397,-8.1746460979,-7.7668958343,-7.6583568609,-7.5502293414,-8.337609297,-7.9021640802
ZINC35489425,0,-7.9867873126,-7.9830284296,-7.6706341756,-7.6075479339,-8.0857053649,-7.6546011376,-7.2768131342,-7.6205872805,-7.2557258482,-7.897344867,-8.085240282
ZINC59104094,0,-5.0593516273,-3.7530545269,-6.3153432981,10000,-4.5495032103,-6.0573653036,-5.1357861693,-6.3004104933,-4.5213555651,-6.1049674554,-5.3521071805
ZINC51993046,0,-8.2169319683,-7.6004486927,-8.7922750715,-8.2188450838,-8.814981859,-8.4319077517,-7.9725981287,-8.1713879774,-7.5816263214,-9.0819437097,-8.503980239
ZINC14548263,0,10000,10000,10000,10000,10000,10000,-7.4171998177,10000,-7.0743460546,10000,10000
ZINC08652067,0,-7.2384896074,-7.8823132119,-7.4769069801,-7.3395677704,-7.3718665288,-7.8943208848,-7.7515356777,-7.6191767996,-7.9100657358,-8.1200625352,-8.2847931334
ZINC38040349,0,-8.347716875,-8.078903876,-8.8298511253,-8.7060269768,-9.2093037811,-8.5087220484,-8.2936812902,-8.6793226309,-7.8882143597,-7.7686803461,-7.9415848079
ZINC20581044,0,-8.1262436901,-8.5365261532,-8.0050175736,-7.4031504609,-8.6231817902,-8.5815082163,-7.6441214202,-7.9130036307,-8.1961781063,-7.7498317589,-7.5859475164
ZINC65225630,0,-9.7276712461,-9.8664081554,-7.3345883831,-6.4826217344,-9.3833244033,-8.2500953581,-9.4030121284,10000,-7.711177439,-8.5098754632,-8.4049721472
ZINC04618992,0,-7.0177952739,-7.8314796467,-7.5938679258,-7.4131558932,-7.8143455499,-8.2072673191,-8.0506583781,-8.2286970234,-7.9058193103,-8.1720669205,-7.9109266099
ZINC66345540,0,10000,-7.0119670095,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC49052859,0,-7.1367945426,-7.5944947448,-7.5897728562,-7.2067366893,-7.9139905928,-7.3408282721,-7.1194683217,-7.84446404,-7.732543409,-7.980268356,-7.9070778977
ZINC37498256,0,-6.7694686263,-6.1632362423,-6.9525942327,-7.5548255337,-7.2614999225,-6.6238832702,-6.9335231526,-7.7655828907,-8.2044704577,-8.0091144279,-8.3969553233
ZINC23251788,0,-8.1040941688,-7.8869430954,-9.0605220058,-7.1253534626,-8.8685776784,-9.0863483608,-8.1054914031,-7.9369732685,-8.1801857931,-7.7622014659,-8.9109562084
ZINC04667752,0,-6.5356192268,-6.56513653,-6.9796443357,-6.8935098521,-7.1782059947,-6.8479298187,-6.6120053164,-6.8296017886,-6.6882281133,-7.3378872584,-6.7348631082
ZINC02279996,0,-10.5279272793,-9.8262114854,10000,10000,-7.655691076,-8.2746634488,-8.3352588875,10000,-7.1833706059,10000,-9.2184072931
ZINC54863044,0,-7.8317507872,-8.3134432737,-7.7167456909,-7.6317341617,-8.0609242308,-8.0648577955,-7.6830526709,-7.2915969429,-8.0985375067,-8.5840863393,-8.0187805057
ZINC07191767,0,-7.7570449776,-7.6454250946,-7.8229019537,-7.4771095761,-8.5395231124,-8.1325458688,-7.6375518964,-8.1840105406,-7.2701245592,-8.1598519302,-7.5924373977
ZINC16528354,0,-7.8660113662,10000,-7.9892829306,10000,10000,-7.2124772465,-8.037791589,10000,10000,10000,-7.5968723219
ZINC14169858,0,-5.7823487191,-6.2411502694,-5.5034299993,10000,-3.628576077,-6.038239689,-6.1958190691,10000,-4.7908802338,-3.2721188565,-5.8703352299
ZINC20578687,0,-8.8099784651,-8.4658238987,-8.9670867527,-8.666766438,-8.5754558751,-8.1208811633,-8.3328077552,-8.7002940753,-8.7942454772,-8.4739660127,-9.0374810274
ZINC36923222,0,-7.7437234729,-8.7575398284,-7.3720799001,-7.8629997659,-8.02013129,-7.5321997296,-8.3017950947,-8.2902675525,-7.1526012319,-8.5038778512,-7.5635176294
ZINC06305967,0,-6.6773995961,-6.3581574816,-6.2609410282,-5.8496516582,-7.0399087924,-7.0555317934,-6.8032888544,-6.7701987023,-5.6824617967,-8.0677337848,-7.6649512239
ZINC65815444,0,-8.861040354,-9.6307633183,-8.6961818821,-8.0525677675,-8.9482724068,-7.8460576659,-9.2319698342,-7.9224650025,-8.3140806135,-8.7335328089,-8.7530503098
ZINC45654959,0,-6.6568832914,-7.848405881,-7.7522218498,-6.605785573,-7.658711008,-7.295530959,-7.1079109465,-7.4037248028,-7.320424545,-7.7505196804,-7.7344599009
ZINC35496582,0,-7.4012380178,-7.2228839915,-6.9937169243,-6.8655064293,-7.2852635941,-7.7068056453,-7.6754721102,-7.5588321903,-7.2450474969,-8.3706146257,-6.7947274249
ZINC58432941,0,-8.3232357094,-8.1919767814,-8.3888657842,-7.83332848,-8.508788981,-8.6481507306,-8.3882575966,-8.3098316072,-8.1291601523,-9.0214150361,-8.8770226537
ZINC64946534,0,-8.2542580265,-8.1439002587,-9.8815587133,10000,10000,-8.1319913029,-7.0024286095,10000,10000,10000,10000
ZINC04275245,0,-7.0742028534,-7.2147934734,-6.5098960426,-6.7089764849,-7.9638800486,-6.4765231871,-6.8305815777,-8.6971461423,-5.8585274967,-7.2011131264,-8.6058138525
ZINC37248448,0,-6.5268371034,-7.7161554385,-7.1921091367,-6.7057620864,-6.6525011873,-7.4775776768,-6.9660774219,-7.0665575067,-6.4580314598,-6.9883004994,-7.2834885379
ZINC35652026,0,-6.5822273007,-7.1001069761,-7.059600702,-6.5664856197,-7.1611158978,-6.7770342146,-6.8656670263,-7.0160171526,-5.9398401382,-7.5464833527,-7.1165078348
ZINC43740496,0,-8.2154556916,-7.0183910282,-6.8347449772,10000,10000,-8.007587075,-6.9287167535,10000,-7.2922477675,-6.3177726146,-8.7720267261
ZINC41389840,0,-8.1182076882,-8.1507083975,-7.436038119,-7.7609303388,-8.0805311014,-7.618175692,-8.0786763054,-8.3765926267,-8.1641438225,-8.7799181923,-8.0146141084
ZINC62335599,0,-7.7939842431,-7.8663689092,-7.6212569843,-7.3881145544,-8.0460981,-7.5028474546,-7.6453584604,-7.6345992501,-6.8761376976,-7.7853020999,-7.9549578926
ZINC06161560,0,-7.2156599692,-6.6124363103,-6.3605073532,10000,-4.2150540907,-6.4923874541,-6.1830052897,-3.5344750248,-6.4297290366,10000,-7.0968696578
ZINC41689490,0,-6.6848159448,-7.012634411,-6.9997740685,-6.9565125564,-7.4351374281,-6.7372077642,-7.0594080696,-7.3891556698,-6.8510394413,-7.4523075283,-7.1154618042
ZINC63653184,0,-8.4814925279,-7.4065524783,-6.3502543036,10000,10000,-7.8238300729,-7.6167202373,10000,10000,10000,-3.3077178052
ZINC37947879,0,-8.0589999872,-7.7572554429,-7.9704837766,-7.6980619028,-8.4799205642,-7.9319681372,-8.0382075554,-8.1810333504,-8.065756,-8.3926072372,-8.5993858326
ZINC61639596,0,-8.650842468,-8.1273645406,-8.014292702,-7.1310690064,-8.1407243888,-8.0851825986,-7.8785228542,-8.1398226426,-8.0441368767,-8.3271690214,-7.4914773914
ZINC32384369,0,-5.8989087457,-5.8592003294,-7.1021955647,-6.7317162719,-6.1264386188,-6.5010581239,-5.5374532864,-6.3820704281,-5.0036188076,-6.7708530542,-6.6525076998
ZINC05748655,0,-7.9801656993,-9.1223346929,-7.6907685871,-7.2078659824,-7.943241318,-9.1273307592,-7.9133164527,-7.8512051574,-7.4911876064,-7.5925258037,-7.8717743722
ZINC04088537,0,-6.1430840692,-6.5267210505,-6.9591569011,-7.4596275762,-7.4836669577,-6.62681543,-6.773526652,-8.1503815854,-7.5793670355,-8.4811773661,-8.6551060042
ZINC15899644,0,-7.3309590537,-8.3743329457,-8.2860889479,-7.3035074076,-7.4569929238,-8.2747154795,-7.4548602976,-7.2867523142,-7.9270112456,-7.9520788903,-7.8615628477
ZINC66504814,0,-8.4143511561,-8.371107221,-8.7107670195,-6.7209861357,-7.6938152185,-7.4250418117,-6.954230978,-7.4634793505,-7.6836110001,-8.0068796519,-8.0236863173
ZINC04119418,0,-6.8076858831,-6.4592898919,-7.2549956074,-6.7029050798,-7.1886438143,-7.0661671092,-7.0981035645,-7.3918240063,-7.0090786157,-7.504943537,-7.4933253364
ZINC11884339,0,-6.9697697392,-8.0770088783,-7.7430594933,-7.7447647384,-7.7982603537,-7.8013753327,-7.5472885156,-7.4122388191,-7.3277901119,-8.2207770869,-7.7083415145
ZINC51716887,0,-6.7363302669,-6.3416673825,-6.1836162464,-6.1844266333,-6.3963228798,-6.5199720986,-6.2078511434,-6.5539672878,-6.0156937556,-7.0472201951,-6.1137871094
ZINC20695681,0,-8.9182006514,-7.8194042175,-8.4204861893,10000,10000,-7.2296003456,-7.5852528901,10000,10000,10000,10000
ZINC61414644,0,-7.183684972,-7.7211172866,-7.4415537074,-7.2365639557,-7.2523192706,-7.3694584785,-7.6276736438,-7.9770061833,-7.5354634754,-7.8794411646,-7.7159119592
ZINC04386853,0,-8.6301076629,-8.7258931705,-8.408204894,-7.250488162,-8.1426788091,-9.2396376069,-8.4374081166,-6.8557880961,-7.8343000419,-7.4534112147,-8.2180144782
ZINC61823646,0,-7.182930815,-8.0251678498,-8.2014802786,-7.5567383201,-8.2595442348,-8.1036385749,-7.146568956,-8.4190561694,-7.092527925,-8.6873865071,-7.8284911399
ZINC04536667,0,-8.0488410171,-8.2057132793,-7.662590466,-6.1834790568,-6.9520711859,-8.0042993435,-7.6755782721,-7.199136643,-7.7698955729,-8.5053914948,-8.2098173168
ZINC43762614,0,-9.3377541055,-9.8812162466,-8.0508864853,-8.3121793011,-10.4562669136,-9.1944827554,-9.6036747579,-8.7208491249,-9.5370159462,-9.6189510428,-8.6525839445
ZINC04113316,0,-5.3987658986,-4.8312936686,-5.4102640483,-4.7791636298,-5.1540386995,-4.6136587528,-4.5524838755,-6.9645177952,-5.0635294491,-7.5062496777,-6.7256682987
ZINC49668815,0,-8.0347124149,-8.4007445091,-8.3041807437,-7.6868529779,-7.6366988522,-8.4036568699,-7.7653019182,-8.2265384778,-7.7085587574,-8.2084259564,-8.2099085073
ZINC42376154,0,-6.4843251289,-7.4445576123,-7.1444973408,-7.4223671978,-7.7284554284,-7.3432788041,-7.0236738349,-7.2121420893,-7.3219831743,-7.6750198429,-7.4959034785
ZINC34784129,0,-8.6703948829,-8.3946855016,-8.8701642458,10000,-7.6347829935,-8.5970295847,-8.4383147345,-6.7504248979,-7.2747272639,-7.2691933268,-7.6178274292
ZINC12971501,0,-8.0786800357,-7.6358262463,-7.2051951137,-6.8378634904,-6.7958462468,-7.5127843614,-7.5704438036,-5.2825106529,-6.7788115434,-7.8092842794,-7.4067273825
ZINC37373470,0,-7.044837065,-7.7457957961,-7.9511891955,-6.6496630672,-6.9385166699,-7.7244939271,-7.7736583234,-8.0910550745,-6.6220859232,-7.5285286463,-7.137523859
ZINC49352273,0,-6.8166528415,-7.3855778326,-6.7479394206,-5.8739447398,-7.0065681179,-6.3575428986,-6.4559948368,-6.8387402945,-6.2052461178,-6.1318473165,-6.5117795429
ZINC43668225,0,-6.9325313002,-7.9764197926,-7.5032127158,-7.3302334763,-7.4539849921,-8.7915457833,-7.8703315001,-8.1844998254,-8.1034215695,-8.3648066297,-7.0692199265
ZINC27752722,0,-6.4515480175,-6.8628115041,-7.0737272572,-6.7167468349,-7.1874509657,-6.6445523765,-6.8594930173,-6.778309534,-6.048517861,-7.1100162442,-6.9198593151
ZINC67048437,0,-9.4819588011,-8.4299413744,-8.9169322689,-7.6456347239,-9.6349555772,-9.4285904826,-10.0371069482,-8.303059437,-7.9247024427,-8.9373862689,-8.888337086
ZINC43841032,0,-7.2850743608,-7.5277379538,-7.2209351295,-7.5087580844,-7.1122442745,-6.6645393291,-7.3134410656,-7.6758385334,-6.740130966,-7.7553881761,-7.2875297232
ZINC46718477,0,-5.8340692258,-5.8103493423,-5.7851146887,-5.271003026,-8.0292851124,-5.6034223905,-5.7928490488,-7.8178565901,-5.8696769014,-4.9049751459,-6.7097370857
ZINC41789328,0,-7.1173740803,-6.5743823344,-7.4681383231,-7.7176680441,-7.5806651138,-7.748383288,-7.631748572,-6.935013145,-7.451268017,-7.3544729093,-7.587016569
ZINC21605336,0,-5.7652426489,-7.1804339926,-6.5381471429,10000,-4.0282399219,-7.0594897279,-7.5471183679,-5.2770072274,-7.2919877898,-7.4012083789,-4.8477808841
ZINC67138038,0,-7.2192271521,-7.7264823584,-7.2418195862,-7.166987274,-7.6856184999,-6.7940479197,-7.1381799264,-7.0583976703,-6.7170305212,-6.6719155134,-7.7975264016
ZINC12361378,0,-8.8491766913,-7.979806274,-8.493442649,-7.5995584286,-7.9396886632,-8.5604653281,-8.7701998765,-6.7978829523,-8.4676725737,-9.4035665883,-9.2056118633
ZINC51814852,0,-8.3027861266,-7.912969351,-8.3157648437,-8.1460542776,-8.4832144104,-7.3622069971,-8.4689788071,-7.8516130634,-7.0719752387,-8.3669714665,-9.3349068551
ZINC40449989,0,-6.8006695626,-6.9543909163,-7.8738484828,-6.3452069663,-6.7762027024,-6.8755305332,-6.2410616272,-8.1759999027,-6.1000033967,-7.8787680653,-7.3848752906
ZINC09513208,0,-9.216821412,-8.7643316131,-8.96008923,-7.9349512744,-8.0749207545,-8.8438034637,-8.2046538216,-7.9566327515,-8.0337626242,-8.7587472721,-9.3085745553
ZINC37658002,0,-7.3971103422,-8.3021653409,-7.4757712164,-7.5478629168,-8.3811789921,-7.1901331536,-7.3942056155,-7.6403406371,-7.5318315196,-8.0110944026,-7.6779570537
ZINC61585163,0,-7.3606197422,-7.5155478982,-6.4382501974,10000,-8.1091409259,-5.9786791146,-7.511970257,-8.0995440005,10000,-8.0686299131,-6.0943486207
ZINC00682920,0,-5.9373907643,-6.369854527,-6.7147388704,-6.5136392137,-6.6976843082,-6.1982043627,-6.2787988278,-6.8609302031,-6.4234527781,-6.9391497123,-6.4410342221
ZINC37125687,0,-7.2569157316,-7.9533828984,-7.8788647976,-7.3617188861,-8.1928231435,-8.1786061153,-7.9239803527,-7.6476867074,-7.4198174468,-8.3604233182,-7.4752124964
ZINC05628581,0,-8.4483835345,-8.3332541498,-8.4701810468,10000,-7.2215659192,-7.6109838443,-7.2933983847,-6.5603528106,-6.913181637,-7.9044113184,-7.1938227968
ZINC36684617,0,-5.201624895,-6.311484689,-5.1065535148,-6.6581283118,-6.8585434099,-5.7522245465,-6.0533221387,-6.8002516454,-5.5447075477,-7.892003145,-6.2031562844
ZINC44659709,0,-8.3276470134,-8.550769255,-9.09018209,-8.6240625311,-8.5074061089,-8.2601028373,-7.9762780587,-8.2584081453,-8.3325220772,-8.4493003831,-8.5110520821
ZINC59225530,0,-9.451029701,-7.7773645601,-6.4893751127,10000,-6.3849329935,-7.2646969503,10000,10000,-7.8362539174,10000,-7.8235250241
ZINC45164146,0,-7.698158917,-8.0117385261,-7.9262740107,-6.8481368282,-8.0801520198,-7.4140987916,-7.759961909,-8.0304054465,-8.1629376119,-8.6694225627,-7.9055313686
ZINC37797314,0,-7.2211500985,-7.1595809266,-6.8026390602,-6.8367190333,-8.1568702014,-7.0749530285,-7.4804995464,-6.9342700341,-7.654617393,-7.4736752693,-7.3705297528
ZINC49510808,0,-8.6825089283,-8.4592659249,-8.0281339932,-7.7491857944,-8.1743910555,-8.6211982323,-7.5929372718,-8.5176153473,-7.7797203237,-8.6409204375,-8.0901877793
ZINC50563189,0,-8.9325755054,-8.5928264968,-9.3310810846,-8.2675535119,-9.5847082848,-8.1367368042,-7.9770005513,-8.5346005837,-9.1675614592,-10.0086214943,-9.7219047617
ZINC09565377,0,-6.7894237752,-8.4238458026,-7.3573969144,10000,10000,-9.3122947292,-6.3510418256,10000,-6.9713543371,10000,10000
ZINC41009383,0,-7.5375670116,-6.5012897758,-8.2372887584,-5.6537893577,-6.9983838529,-6.8087797288,-6.8891055432,-5.5303154146,-6.8926002147,-8.0534582457,-6.493783866
ZINC50330914,0,-8.3782059461,-8.6362898709,-7.9457099581,-7.75236386,-8.5696253404,-8.0380561143,-8.0273022582,-8.2814446371,-8.1314562121,-9.0680606053,-8.6507895275
ZINC19949836,0,-8.9458829372,-8.3094975878,-7.5031171558,10000,-8.6519079661,-7.9256596792,-8.3485084304,-7.4925979634,-8.4470993561,-6.9305886851,-8.6329294364
ZINC01394825,0,-8.1769979833,-8.549700681,-8.3540262734,-7.5537754774,-8.1264167905,-7.8880133507,-8.144492449,-8.1387595023,-8.2960306691,-8.0135388845,-8.4417207512
ZINC58895731,0,-8.5119821524,-9.8662469645,-9.2266431214,-7.1784527584,-8.3167762994,-8.5491064931,-9.0822237779,-6.3025097484,-9.0566366722,-7.7783870926,-6.0826134775
ZINC40230941,0,-7.1593727553,-7.0482050713,-7.9364619634,-7.9116656148,-7.6453445152,-8.2239482787,-7.2818801506,-8.3417447259,-6.9795379757,-8.1882563134,-8.4737546891
ZINC37210776,0,-6.5136555391,-6.9728005423,-6.3110443581,-6.2555614191,-6.5734994718,-6.6072094596,-6.4705730455,-6.4709231348,-5.9752779503,-7.3189909368,-6.2971333448
ZINC44359033,0,-7.3764081795,-8.752660156,-8.8503491808,10000,10000,-6.2722718145,-6.3826200196,10000,-6.1694895693,10000,10000
ZINC61873769,0,-4.6188586642,-6.2231908334,-5.1055112288,-6.6436577569,-5.1573358013,-5.2308153794,-5.9470989785,-6.801737818,-3.764442883,-6.9190880454,-6.32638464
ZINC67238891,0,-9.3330226692,-5.2165605925,-6.6370004179,-4.2107648464,-5.2685204636,-8.6045523443,-6.5051477946,10000,-5.5229947365,-5.7736981303,-6.149507527
ZINC22405059,0,-6.5518679428,10000,-8.4494028283,-7.6549606949,-7.635663958,-7.2920746812,-6.4849170895,-8.0297208591,-6.553518169,-8.1598869401,-8.1805914026
ZINC12486159,0,-7.8354990159,-7.1833878924,-8.0619989469,-8.7289377701,-7.5556273298,-8.0107440765,-7.8679500241,-7.6565146749,-7.4530543813,-7.4558346855,-8.2044853458
ZINC20915916,0,-9.363426031,-8.4738426828,-5.655851568,10000,-7.6416640171,-8.6468140698,-7.4758575824,10000,-8.5812033975,10000,-6.7970746134
ZINC58443092,0,-6.8797201727,-7.5033577035,-7.4292650176,-7.7194040009,-7.8104622942,-7.3920909581,-7.4444189416,-7.7491897208,-6.9267006467,-8.0206295592,-7.2729462453
ZINC10623420,0,-5.3113305531,-6.9986272657,-6.0375876145,-4.6282836777,-5.9827859224,-6.0260665721,-5.8036472133,-7.3527443624,-5.1468524618,-7.9287546834,-6.5993670392
ZINC00228269,0,-7.3299023109,-7.8267343209,-7.9488372238,-7.5913191849,-8.0653942855,-7.2836631486,-7.2927134038,-8.047421727,-7.3538477575,-8.1520837183,-7.206744336
ZINC37379934,0,-6.0388351184,-6.6552754668,-6.6857559174,-5.9604855018,-6.69271685,-6.6632350438,-6.7941591495,-6.3664527943,-6.0497933314,-6.6438609746,-6.3084653212
ZINC15930321,0,-8.1405776868,10000,-8.377838644,10000,10000,10000,10000,10000,10000,10000,10000
ZINC00130423,0,-7.5578841763,-7.5234029976,-8.5075476224,-7.2617020293,-8.2873327621,-7.9348983346,-7.8021652792,-6.9132019018,-7.149830149,-8.0033521629,-7.7134962681
ZINC42163249,0,-6.6485643081,-6.1237110941,-6.3537600458,-5.9824859181,-6.8859917221,-6.4294890107,-6.4727280875,-6.7607629437,-5.8841007533,-6.7229798521,-6.2662081006
ZINC48707927,0,-6.9771158313,-7.4621952643,-8.2699914236,-8.0710694035,-7.7017001945,-7.4087151353,-7.4547447965,-7.7269377171,-7.0984782846,-7.3104563343,-8.109089572
ZINC05253617,0,-9.0324468264,-9.1049158228,-8.4130327293,10000,10000,-8.1680496949,-8.927560682,10000,-5.9875186151,10000,-7.4768738771
ZINC43233531,0,-8.4297155559,-8.5093825258,-9.1931585336,-7.5596714065,-8.1345501986,-8.0671127651,-8.1587097959,-8.5499015849,-8.2123350769,-8.1441387572,-8.016963102
ZINC67542818,0,-5.6919276214,-6.1148252346,-5.5177663284,10000,-5.4162786295,-7.1872128907,-7.0272947044,-4.729623546,-4.5199434886,-3.974123714,-6.2116406562
